MEAN,SIGMA,D_MEAN,D_SIGMA,Y
1400.194,5.60675753,-10.74,2.55431097,-22.47
1393.342,14.55856002,-22.47,8.951802495,0.48
1387.676,17.54319612,0.48,2.984636092,-5.86
1379.256,16.74259627,-5.86,-0.800599843,-9.14
1369.71,13.62943139,-9.14,-3.113164885,3.41
1362.994,6.652464205,3.41,-6.976967184,-4.6
1359.852,6.756735158,-4.6,0.104270953,-15.04
1353.606,9.424082449,-15.04,2.66734729,-7.69
1346.994,11.84152144,-7.69,2.417438991,-5.86
1341.038,14.30509595,-5.86,2.463574506,-19.94
1330.412,17.85679899,-19.94,3.55170304,-9.64
1318.778,18.09143223,-9.64,0.234633241,20.77
1314.306,14.43879773,20.77,-3.652634492,0.64
1311.5,11.53792659,0.64,-2.900871144,2.23
1310.312,10.03391599,2.23,-1.504010605,1.82
1313.476,10.37345796,1.82,0.339541972,-2.86
1317.996,1.862211051,-2.86,-8.511246906,14.6
1321.282,6.401368604,14.6,4.539157552,-19.1
1320.62,7.132166571,-19.1,0.730797968,-2.99
1318.914,8.539694374,-2.99,1.407527803,-32.29
1310.386,19.97271088,-32.29,11.43301651,0.14
1302.458,23.78724911,0.14,3.814538223,7.32
1293.074,17.41327023,7.32,-6.373978878,29.63
1293.436,17.94992563,29.63,0.5366554,-0.14
1294.368,19.1286688,-0.14,1.178743172,10.67
1303.892,20.7525702,10.67,1.623901404,-16.73
1310.042,14.98197817,-16.73,-5.770592028,15.25
1317.778,7.003275662,15.25,-7.978702512,-9.3
1317.728,7.02775711,-9.3,0.024481448,14.22
1320.55,8.360095693,14.22,1.332338583,13.74
1323.986,13.14597201,13.74,4.785876313,1.94
1331.156,12.64841018,1.94,-0.49756183,13.2
1337.916,16.44919086,13.2,3.800780685,-2.29
1346.078,11.55930448,-2.29,-4.889886384,-30.18
1345.36,12.91009876,-30.18,1.350794283,9.51
1343.796,13.73878925,9.51,0.828690488,-21.3
1337.584,19.14203568,-21.3,5.403246433,6.27
1329.986,16.35981449,6.27,-2.782221195,11.86
1325.218,8.655690036,11.86,-7.704124449,-2.81
1325.924,8.827713747,-2.81,0.172023711,33.12
1331.352,18.67289935,33.12,9.845185599,3.35
1341.71,20.70114369,3.35,2.028244342,8.51
1352.516,20.63055331,8.51,-0.070590375,-6.44
1359.662,17.65639318,-6.44,-2.974160137,-12.9
1364.79,7.117309885,-12.9,-10.53908329,-2.22
1362.85,9.068053815,-2.22,1.95074393,-10.99
1358.042,12.87791598,-10.99,3.809862165,-0.02
1351.528,10.85356946,-0.02,-2.024346522,-6.69
1344.964,8.355664546,-6.69,-2.497904913,22.02
1345.384,8.994494427,22.02,0.638829881,-3.14
1345.62,9.238736385,-3.14,0.244241958,10.03
1350.06,11.74126271,10.03,2.502526323,9.11
1356.326,14.11720156,9.11,2.375938855,3.73
1364.676,9.88522281,3.73,-4.231978754,-13.85
1365.852,9.023207301,-13.85,-0.862015509,-12.14
1365.228,10.12007263,-12.14,1.096865327,-12.21
1360.156,15.83657886,-12.21,5.716506232,-0.42
1353.178,16.55397143,-0.42,0.717392566,22.13
1349.88,11.66386085,22.13,-4.890110574,25.95
1354.542,19.84106272,25.95,8.17720187,-0.67
1361.498,23.78349995,-0.67,3.942437229,-5.98
1369.7,20.65306152,-5.98,-3.130438436,-4.18
1377.15,10.56409958,-4.18,-10.08896193,-10.14
1378.146,8.596893625,-10.14,-1.967205958,25.99
1379.15,9.9289929,25.99,1.332099275,3.24
1380.936,11.91610801,3.24,1.987115106,7.12
1385.342,14.87472924,7.12,2.958621236,0.87
1390.758,15.15875226,0.87,0.284023016,0.58
1398.318,5.359997201,0.58,-9.798755056,3.07
1401.294,4.300247667,3.07,-1.059749534,-1.76
1403.27,1.766026614,-1.76,-2.534221054,-0.18
1403.786,1.404752647,-0.18,-0.361273966,1.6
1404.448,1.254121206,1.6,-0.150631441,9.98
1406.99,4.838243483,9.98,3.584122277,2.65
1409.448,6.836301632,2.65,1.998058149,-0.03
1412.252,6.973357871,-0.03,0.137056239,-4.96
1414.1,5.22068961,-4.96,-1.752668262,0.32
1415.692,2.412326678,0.32,-2.808362932,-11.41
1413.006,6.566157933,-11.41,4.153831255,9.05
1411.6,5.90612394,9.05,-0.660033992,-0.69
1410.062,4.647759675,-0.69,-1.258364265,-1.14
1409.288,4.310808509,-1.14,-0.336951167,1.19
1408.688,3.752341935,1.19,-0.558466573,-11.01
1408.168,4.901272284,-11.01,1.148930348,7.1
1407.258,4.628652072,7.1,-0.272620212,-1.64
1406.158,4.327114512,-1.64,-0.30153756,-1.5
1404.986,4.047935276,-1.5,-0.279179236,28.68
1409.312,13.0185606,28.68,8.97062532,5.8
1417,16.61440941,5.8,3.595848812,-8.84
1421.5,16.12648753,-8.84,-0.48792188,4.48
1427.224,13.67153539,4.48,-2.454952135,3
1433.848,3.526289835,3,-10.14524556,23.43
1439.422,11.98759442,23.43,8.461304586,5.78
1444.992,16.67067995,5.78,4.683085529,-4.58
1451.414,15.12133691,-4.58,-1.549343038,-1.87
1456.566,11.46345629,-1.87,-3.657880627,1.73
1461.464,2.527722295,1.73,-8.93573399,-0.79
1461.518,2.49097772,-0.79,-0.036744575,-0.11
1460.394,0.757449668,-0.11,-1.733528051,-3.26
1459.534,1.600103122,-3.26,0.842653453,-15.3
1455.988,8.205365318,-15.3,6.605262196,-8.27
1450.442,12.28551871,-8.27,4.080153393,13.83
1447.82,10.99779069,13.83,-1.287728024,-6.48
1443.924,8.760780787,-6.48,-2.2370099,3.82
1441.444,5.207118205,3.82,-3.553662582,1.26
1442.276,5.556876821,1.26,0.349758616,5.24
1445.81,3.768076432,5.24,-1.788800388,10.41
1448.66,8.022368728,10.41,4.254292295,-0.47
1452.712,8.094023721,-0.47,0.071654994,-5.05
1454.99,6.680969241,-5.05,-1.41305448,-14.4
1454.136,8.246776946,-14.4,1.565807705,-8.92
1450.45,12.84261266,-8.92,4.595835716,0.28
1444.738,13.10348885,0.28,0.260876186,-4.25
1438.27,10.91109069,-4.25,-2.19239816,11.54
1435.12,5.475915449,11.54,-5.435175239,14.79
1437.808,10.43319558,14.79,4.957280131,5.99
1443.478,13.97160227,5.99,3.538406691,-3.57
1448.378,13.59927094,-3.57,-0.372331334,-24.15
1449.298,11.98581537,-24.15,-1.61345557,0.63
1448.036,13.43681622,0.63,1.451000849,-20.71
1439.674,19.65332618,-20.71,6.216509966,-4.36
1429.242,19.40493417,-4.36,-0.248392015,4.22
1420.368,12.12174575,4.22,-7.283188417,-1.03
1416.118,10.05064525,-1.03,-2.071100496,0.22
1411.786,1.770290937,0.22,-8.280354316,15.43
1414.682,7.392818813,15.43,5.622527876,-13.39
1415.772,6.66555099,-13.39,-0.727267823,3.06
1416.63,6.488458985,3.06,-0.177092005,11.13
1419.92,7.59245349,11.13,1.103994505,-33.86
1416.394,13.71907905,-33.86,6.126625561,-17.02
1406.378,20.23528033,-17.02,6.516201278,2.34
1399.508,22.60770267,2.34,2.37242234,0.18
1392.062,21.3978812,0.18,-1.209821466,-5.5
1381.29,7.728919718,-5.5,-13.66896149,-19.04
1373.482,10.30124847,-19.04,2.57232875,-2.16
1368.646,13.20422963,-2.16,2.902981157,6.55
1364.652,11.92643786,6.55,-1.277791767,27.01
1366.024,14.29679614,27.01,2.370358286,0.92
1368.68,17.20900636,0.92,2.912210218,3.22
1375.788,17.73081837,3.22,0.521812005,18.12
1386.952,17.62820524,18.12,-0.102613128,-2.86
1396.234,10.6454441,-2.86,-6.982761145,-7.35
1398.644,9.277304565,-7.35,-1.368139531,10.99
1403.068,8.006448651,10.99,-1.270855915,6.02
1408.052,6.189589647,6.02,-1.816859004,0.23
1409.458,7.214892238,0.23,1.02530259,-6.72
1410.092,7.003082893,-6.72,-0.211809345,-2.41
1411.714,4.120222081,-2.41,-2.882860811,2.23
1411.584,4.200063095,2.23,0.079841013,4.66
1411.182,3.749762659,4.66,-0.450300436,4.13
1411.56,4.41568228,4.13,0.665919621,0.48
1413.378,5.145810918,0.48,0.730128637,9.29
1417.536,6.866194725,9.29,1.720383807,0.64
1421.376,6.450971245,0.64,-0.41522348,-9.03
1422.478,5.215445331,-9.03,-1.235525914,-5.87
1421.58,6.413177839,-5.87,1.197732508,16.78
1423.942,7.150658711,16.78,0.737480871,16.43
1427.732,12.64460241,16.43,5.493943695,-10.98
1429.198,13.16712459,-10.98,0.522522185,7.88
1434.046,13.14317047,7.88,-0.023954121,-13.54
1437.36,7.622014169,-13.54,-5.5211563,-3.49
1436.62,8.589708959,-3.49,0.967694789,-6.83
1431.228,9.058687543,-6.83,0.468978584,-1.73
1427.686,10.2085763,-1.73,1.149888754,-15.67
1419.434,10.7018704,-15.67,0.493294101,23.76
1418.642,9.820828376,23.76,-0.881042021,36.23
1425.794,22.26131241,36.23,12.44048403,-3.05
1433.702,26.2743234,-3.05,4.013010992,7.1
1443.376,27.94525147,7.1,1.670928077,-4.58
1455.268,16.45329207,-4.58,-11.4919594,-4.74
1461.46,3.505381577,-4.74,-12.94791049,3.87
1461.18,3.465212836,3.87,-0.040168741,11.1
1463.73,5.742947849,11.1,2.277735013,-0.07
1464.846,6.844949233,-0.07,1.102001384,-1.37
1466.604,7.022430491,-1.37,0.177481258,1.66
1469.642,4.864012747,1.66,-2.158417744,0.29
1471.964,0.752549002,0.29,-4.111463745,8.31
1473.728,4.100337791,8.31,3.347788789,5.04
1476.514,6.628308985,5.04,2.527971194,6.58
1480.89,8.709615376,6.58,2.081306391,2.25
1485.384,8.987676563,2.25,0.278061187,0.01
1489.822,6.144259109,0.01,-2.843417454,8.14
1494.226,6.077596564,8.14,-0.066662545,-2.78
1497.066,4.326497429,-2.78,-1.751099136,7.66
1500.122,5.566724351,7.66,1.240226922,-5.88
1501.552,4.714076792,-5.88,-0.852647559,-3.85
1502.21,3.648725805,-3.85,-1.065350987,15.06
1504.252,6.163665306,15.06,2.514939501,-17.46
1503.358,7.147577911,-17.46,0.983912606,15.58
1504.048,7.823031382,15.58,0.67545347,0.83
1506.08,8.440254735,0.83,0.617223354,-2.73
1508.336,7.192689344,-2.73,-1.247565391,8.54
1509.288,8.232327739,8.54,1.039638395,-0.92
1513.548,3.728742415,-0.92,-4.503585324,2.42
1515.176,4.238558717,2.42,0.509816302,0.9
1516.818,4.347564836,0.9,0.109006118,1.05
1519.216,1.767054046,1.05,-2.58051079,-1.59
1519.588,1.618153268,-1.59,-0.148900777,11.15
1522.374,4.844752832,11.15,3.226599563,-18.99
1520.878,6.75812622,-18.99,1.913373388,-9.53
1517.296,10.71135986,-9.53,3.953233638,13.18
1516.14,10.46958213,13.18,-0.241777727,-27.75
1509.752,15.97981133,-27.75,5.510229194,9.09
1502.952,11.24092389,9.09,-4.738887431,19.05
1503.76,12.15724681,19.05,0.916322916,-1.31
1506.212,13.0248213,-1.31,0.867574494,3.52
1506.732,13.535227,3.52,0.510405698,7
1514.202,10.46831027,7,-3.066916728,14.59
1522.772,10.34271096,14.59,-0.125599314,1.67
1527.866,12.26161001,1.67,1.918899049,2.8
1533.782,11.41584075,2.8,-0.84576926,6.92
1540.378,9.534690346,6.92,-1.881150402,5.04
1546.582,6.924421998,5.04,-2.610268349,-3.74
1549.12,6.087659649,-3.74,-0.836762349,2.04
1551.732,4.599186885,2.04,-1.488472764,8.71
1555.526,4.717285236,8.71,0.118098352,-2.53
1557.43,4.437555633,-2.53,-0.279729603,-8.6
1556.606,5.057606153,-8.6,0.62005052,-3.76
1555.778,6.127652079,-3.76,1.070045926,10.37
1556.616,6.198695831,10.37,0.071043752,-12.91
1553.13,6.445448006,-12.91,0.246752176,11.09
1552.368,5.479614038,11.09,-0.965833969,-5.2
1552.286,5.487688949,-5.2,0.008074911,12.08
1555.372,6.876650347,12.08,1.388961398,-0.92
1556.2,7.591172505,-0.92,0.714522158,6.34
1560.878,6.739163153,6.34,-0.852009352,-7.02
1561.934,6.361106822,-7.02,-0.378056331,8.08
1565.646,3.780751248,8.08,-2.580355574,-16.56
1563.63,6.638554059,-16.56,2.857802811,6.29
1563.056,6.843762123,6.29,0.205208064,-6.7
1559.874,6.976154385,-6.7,0.132392261,9.79
1560.054,7.061298039,9.79,0.085143655,5.54
1559.726,6.483758941,5.54,-0.577539099,19.12
1566.534,13.0786364,19.12,6.594877456,5.64
1573.212,16.87039182,5.64,3.791755418,-4.52
1580.326,13.53382725,-4.52,-3.336564566,-36.49
1578.184,17.27747609,-36.49,3.74364884,22.21
1579.376,16.64586976,22.21,-0.631606331,-22.56
1572.232,19.57207756,-22.56,2.926207802,-10.4
1561.88,19.28300547,-10.4,-0.289072088,13.64
1555.16,12.02207553,13.64,-7.260929943,7.25
1557.188,12.28406366,7.25,0.261988132,16.28
1558.03,13.82143806,16.28,1.537374398,0.01
1563.386,15.93292283,0.01,2.111484775,6.37
1572.096,12.60976328,6.37,-3.323159552,-2.92
1577.494,8.79553182,-2.92,-3.814231461,11.37
1583.716,6.13971742,11.37,-2.6558144,3.96
1587.474,7.8698939,3.96,1.73017648,-14.87
1588.256,6.929331137,-14.87,-0.940562764,14.89
1590.742,7.724957605,14.89,0.795626469,16.83
1597.178,11.40123984,16.83,3.67628224,3.08
1601.956,14.19559544,3.08,2.794355599,8.46
1607.634,17.33361128,8.46,3.138015836,6.73
1617.632,13.30521589,6.73,-4.028395385,-6.02
1623.448,7.399146572,-6.02,-5.906069322,7.03
1627.304,6.485455265,7.03,-0.913691307,0.07
1630.558,3.904890523,0.07,-2.580564742,16.57
1635.434,8.836030217,16.57,4.931139694,8.44
1640.652,13.35730399,8.44,4.521273777,-8.31
1645.412,11.1946313,-8.31,-2.162672692,17
1652.166,12.47578575,17,1.281154444,-1.18
1658.67,8.248414999,-1.18,-4.227370748,2.87
1662.434,7.777501527,2.87,-0.470913472,-13.81
1661.748,8.31318952,-13.81,0.535687993,-4.84
1661.756,8.299631317,-4.84,-0.013558203,-0.91
1658.182,9.038621023,-0.91,0.738989706,10.46
1656.936,8.012666847,10.46,-1.025954176,-11.7
1652.776,4.858109715,-11.7,-3.154557132,6.05
1652.588,4.750596805,6.05,-0.10751291,-23.67
1648.634,11.01270993,-23.67,6.262113125,9.68
1646.798,11.56288545,9.68,0.550175523,-9.04
1641.062,10.39383086,-9.04,-1.16905459,-22.48
1633.17,16.59700274,-22.48,6.203171879,13.66
1626.8,11.8363001,13.66,-4.760702644,20.82
1629.328,14.03398447,20.82,2.197684369,-0.57
1629.806,14.5378843,-0.57,0.503899836,-16.68
1628.756,14.58529499,-16.68,0.047410689,-13.61
1629.48,13.39448954,-13.61,-1.190805453,23.84
1632.24,13.02890441,23.84,-0.365585133,-9.63
1628.91,11.50896824,-9.63,-1.519936163,12.31
1628.156,10.44497152,12.31,-1.063996725,12.77
1633.292,14.66206227,12.77,4.217090752,-22.88
1636.574,9.919648683,-22.88,-4.742413586,-40.74
1626.94,23.82484837,-40.74,13.90519969,4.24
1620.08,28.39934682,4.24,4.57449845,-19.34
1606.89,32.42217451,-19.34,4.022827687,14.94
1594.134,20.79125489,14.94,-11.63091962,15.23
1589,10.83786879,15.23,-9.953386098,9.94
1594.002,15.24566725,9.94,4.407798459,-6.92
1596.772,16.12168633,-6.92,0.876019073,8.68
1605.146,10.71193167,8.68,-5.409754661,-0.88
1610.356,5.246911472,-0.88,-5.465020193,1.33
1612.786,3.734485239,1.33,-1.512426234,16.48
1616.524,9.363676094,16.48,5.629190855,8.57
1623.36,12.09392203,8.57,2.730245933,11.86
1630.832,16.38611821,11.86,4.292196183,0.3
1638.54,15.58076218,0.3,-0.805356034,22.4
1650.462,16.24933599,22.4,0.66857381,5.17
1660.122,16.79598523,5.17,0.546649248,2.31
1668.53,14.90913143,2.31,-1.886853804,-6.24
1673.318,11.95295863,-6.24,-2.956172801,4.65
1678.976,3.188233053,4.65,-8.764725577,8.46
1681.846,4.792184262,8.46,1.603951209,2.72
1684.226,6.436911527,2.72,1.644727265,3.44
1686.832,8.009064864,3.44,1.572153338,-3.14
1690.058,5.560334522,-3.14,-2.448730342,-6.45
1691.064,3.601427495,-6.45,-1.958907028,4.31
1691.24,3.518493996,4.31,-0.082933499,1.4
1691.152,3.497359004,1.4,-0.021134992,-6.32
1689.112,3.272876411,-6.32,-0.224482593,0.63
1687.826,2.905499957,0.63,-0.367376454,-0.23
1687.784,2.94088082,-0.23,0.035380863,21.14
1691.108,9.186191812,21.14,6.245310991,2.8
1694.712,12.41827766,2.8,3.232085847,-2.53
1699.074,12.12592801,-2.53,-0.292349653,-9.77
1701.356,9.912637389,-9.77,-2.213290617,-6.46
1702.392,7.947044734,-6.46,-1.965592655,6.57
1700.514,7.730829839,6.57,-0.216214895,-6.06
1696.864,6.544442681,-6.06,-1.186387158,-1.95
1693.33,3.806185755,-1.95,-2.738256926,4.69
1692.688,3.172328798,4.69,-0.633856957,-8.77
1691.584,4.589665565,-8.77,1.417336768,-24.07
1684.352,13.26553693,-24.07,8.675871363,-5.49
1677.234,17.42208455,-5.49,4.15654762,-9.77
1668.552,20.3674316,-9.77,2.945347052,6.29
1660.19,15.13645434,6.29,-5.23097726,-9.55
1651.672,7.433698272,-9.55,-7.702756068,14.16
1650.8,6.166777927,14.16,-1.266920345,6.54
1652.334,8.311737484,6.54,2.144959557,-6.72
1654.478,7.64460725,-6.72,-0.667130234,-26.3
1650.104,13.31799835,-26.3,5.673391099,4.48
1648.536,14.77477174,4.48,1.456773393,3.21
1644.778,14.48320476,3.21,-0.291566985,-5.2
1638.672,10.5065727,-5.2,-3.976632051,6.8
1635.27,3.774592693,6.8,-6.731980011,13.31
1639.79,7.891295838,13.31,4.116703145,2
1643.814,9.728598563,2,1.837302725,0.09
1647.214,10.22113643,0.09,0.492537871,16.54
1654.962,11.34561016,16.54,1.12447373,12.28
1663.806,13.5613211,12.28,2.215710937,5.14
1671.016,15.82699529,5.14,2.265674192,-5.71
1676.684,13.61292694,-5.71,-2.214068348,4.57
1683.248,6.906339117,4.57,-6.706587828,9.61
1688.426,5.691794972,9.61,-1.214544145,7.16
1692.58,8.520988792,7.16,2.829193821,20.76
1699.858,16.57350054,20.76,8.052511743,-3.18
1707.642,16.05461678,-3.18,-0.518883754,-12.43
1712.026,11.76699112,-12.43,-4.287625662,-8.07
1712.874,10.55814756,-8.07,-1.208843554,-4.42
1711.406,12.32996269,-4.42,1.771815128,-4.65
1704.856,11.63717019,-4.65,-0.692792504,5.9
1700.122,6.368231309,5.9,-5.26893888,-6.92
1696.49,4.19957736,-6.92,-2.168653949,-10.2
1692.432,6.759994083,-10.2,2.560416723,13.45
1691.948,6.390095461,13.45,-0.369898622,-1.13
1692.168,6.444177217,-1.13,0.054081756,-15.21
1688.166,7.520301191,-15.21,1.076123974,11.84
1687.916,7.39103714,11.84,-0.129264051,-14.38
1686.83,8.820889978,-14.38,1.429852838,-20.67
1678.92,15.13561528,-20.67,6.314725305,0.95
1671.426,15.15911541,0.95,0.023500126,36.16
1674.206,17.8526491,36.16,2.693533694,10.64
1676.746,21.3176448,10.64,3.464995701,6.94
1683.55,25.98587693,6.94,4.668232129,-12.08
1692.072,20.9694473,-12.08,-5.016429635,23.48
1705.1,11.24831543,23.48,-9.721131869,11.61
1713.218,14.19629952,11.61,2.947984088,11.35
1721.478,18.32487981,11.35,4.128580291,0.16
1728.382,19.45336526,0.16,1.128485453,10.01
1739.704,12.69281805,10.01,-6.760547214,-8.29
1744.672,7.675667398,-8.29,-5.01715065,5.69
1748.456,4.637998491,5.69,-3.037668907,7.7
1751.51,6.159671257,7.7,1.521672767,2.34
1755,6.251063909,2.34,0.091392652,9.84
1758.456,9.795115109,9.84,3.5440512,-8.64
1761.842,7.144642748,-8.64,-2.650472361,-6.77
1762.736,5.762089899,-6.77,-1.38255285,5.1
1763.11,5.579233818,5.1,-0.18285608,6.29
1764.274,5.915431514,6.29,0.336197696,-4.96
1762.478,4.081074613,-4.96,-1.834356901,7.52
1763.914,5.472890461,7.52,1.391815848,-23.34
1762.036,9.066856125,-23.34,3.593965664,23.46
1763.83,9.824662844,23.46,0.757806719,1.28
1764.622,10.38163378,1.28,0.556970939,-4.2
1765.566,10.40842351,-4.2,0.026789729,14.31
1767.868,12.77375904,14.31,2.365335528,8.62
1776.562,9.528450556,8.62,-3.245308483,7.56
1782.076,12.67927561,7.56,3.150825054,-6.65
1786.004,11.74237753,-6.65,-0.936898083,-3.66
1790.04,5.877214476,-3.66,-5.865163051,-6.5
1789.914,6.095377757,-6.5,0.218163281,14.48
1790.96,6.668613049,14.48,0.573235292,8.91
1792.276,8.768322531,8.91,2.099709481,-2.28
1794.466,9.837663849,-2.28,1.069341318,0.27
1797.442,9.591051559,0.27,-0.24661229,4.48
1802.614,4.233819788,4.48,-5.35723177,-1.42
1804.606,2.020106433,-1.42,-2.213713355,-4.91
1803.834,2.600678758,-4.91,0.580572325,-5.75
1802.368,4.740434579,-5.75,2.139755822,-2.34
1800.38,6.350897574,-2.34,1.610462995,-7.78
1795.94,7.928864988,-7.78,1.577967414,20.06
1795.796,7.708266991,20.06,-0.220597997,3.28
1797.29,9.467893113,3.28,1.759626122,-5.75
1798.784,9.633705414,-5.75,0.165812301,-20.4
1796.666,12.11900285,-20.4,2.485297433,-6.72
1794.76,14.84856727,-6.72,2.729564424,-0.18
1788.806,15.61949039,-0.18,0.770923118,11.22
1784.44,11.21326001,11.22,-4.406230381,-5.54
1780.116,4.764061293,-5.54,-6.449198715,29.65
1785.802,14.63754146,29.65,9.873480168,-1.05
1792.622,16.46725599,-1.05,1.829714535,8.72
1801.222,16.40053414,8.72,-0.066721857,9.67
1809.512,17.55886016,9.67,1.158326019,5.33
1819.976,10.48408937,5.33,-7.074770783,8.7
1826.25,12.66701228,8.7,2.182922902,-0.62
1832.61,9.897787632,-0.62,-2.769224644,-0.33
1837.16,6.239386989,-0.33,-3.658400642,7.29
1841.234,5.340494359,7.29,-0.89889263,-16.38
1840.966,5.846569935,-16.38,0.506075575,-0.61
1838.836,7.159212946,-0.61,1.312643011,-4.6
1835.91,8.677905853,-4.6,1.518692908,11.11
1835.272,8.313306803,11.11,-0.36459905,-0.39
1833.098,4.648566446,-0.39,-3.664740357,0.64
1834.328,5.073048393,0.64,0.424481948,4.24
1836.528,5.802311608,4.24,0.729263215,-23.17
1835.014,9.058798485,-23.17,3.256486877,19.68
1835.214,9.148487853,19.68,0.089689368,9.5
1837.392,10.94559592,9.5,1.797108065,-2.49
1838.944,11.60659425,-2.49,0.660998328,-7.19
1838.21,11.45076853,-7.19,-0.155825713,5.1
1843.13,4.281249818,5.1,-7.169518716,1.06
1844.326,3.574028539,1.06,-0.707221278,-16.4
1840.342,7.194242142,-16.4,3.620213603,-38.17
1829.222,22.71111446,-38.17,15.51687232,-8.73
1817.794,29.96671787,-8.73,7.255603412,10.94
1807.534,27.51887134,10.94,-2.447846529,-18.3
1793.402,20.90760197,-18.3,-6.611269376,19.99
1786.548,8.44367041,19.99,-12.46393156,-11.6
1785.008,8.291373228,-11.6,-0.152297183,-40.7
1777.074,21.25746292,-40.7,12.9660897,13.31
1769.614,21.03432504,13.31,-0.223137882,-3.56
1765.102,22.1924192,-3.56,1.158094159,21.79
1760.95,16.63627212,21.79,-5.556147083,23.59
1763.836,21.78401088,23.59,5.147738761,2.82
1775.426,22.58978265,2.82,0.805771767,19.91
1788.336,26.28392341,19.91,3.694140767,-0.49
1801.86,19.09569978,-0.49,-7.188223636,10.57
1813.14,14.1106963,10.57,-4.98500348,8.8
1821.462,14.49184495,8.8,0.381148651,2.13
1829.646,10.12505457,2.13,-4.36679038,-12.01
1831.446,8.613055788,-12.01,-1.51199878,11.03
1835.55,5.776716195,11.03,-2.836339592,-3.53
1836.834,4.822087722,-3.53,-0.954628473,11.36
1838.63,6.888007695,11.36,2.065919972,-2.49
1839.502,7.47595947,-2.49,0.587951776,0.04
1842.784,4.639766158,0.04,-2.836193312,9.13
1845.686,6.468495188,9.13,1.82872903,5.16
1850.326,6.327071202,5.16,-0.141423986,-13.72
1849.95,6.579646647,-13.72,0.252575445,28.18
1855.708,11.81256619,28.18,5.232919543,-0.1
1861.438,12.35318259,-0.1,0.540616396,3.22
1865.986,13.21929953,3.22,0.866116942,1.01
1869.704,13.53201315,1.01,0.312713626,-0.87
1875.992,1.984646064,-0.87,-11.54736709,-9.54
1874.736,4.285321458,-9.54,2.300675394,0.57
1873.614,5.220711637,0.57,0.935390179,-21.86
1867.476,12.77546594,-21.86,7.554754303,-5.21
1860.094,15.51526764,-5.21,2.739801701,17.7
1856.426,12.30478484,17.7,-3.2104828,13.42
1857.35,13.47434043,13.42,1.169555587,-11.48
1855.864,12.34062721,-11.48,-1.133713217,11.24
1860.998,12.72164769,11.24,0.381020479,-5.49
1866.076,6.208581158,-5.49,-6.513066534,-9.08
1865.798,6.630902653,-9.08,0.422321495,8.18
1864.472,5.601059721,8.18,-1.029842932,-13.06
1862.83,7.749154793,-13.06,2.148095071,-3.52
1858.236,7.755080915,-3.52,0.005926122,8.58
1856.456,6.254556739,8.58,-1.500524176,14.72
1859.436,9.531646238,14.72,3.277089499,13.18
1863.416,15.2179197,13.18,5.686273462,5.38
1871.084,17.81759467,5.38,2.599674975,-2.13
1879.03,13.97344625,-2.13,-3.844148429,-23.68
1880.524,11.24504469,-23.68,-2.72840156,-20.05
1875.064,19.6779224,-20.05,8.432877714,6.92
1868.352,20.9051111,6.92,1.227188697,20.22
1864.608,17.20645431,20.22,-3.698656785,-39.1
1853.47,15.60597322,-39.1,-1.600481097,-17.39
1843.59,21.08564441,-17.39,5.47967119,14.92
1840.704,21.8125567,14.92,0.726912299,12.37
1838.908,21.0089569,12.37,-0.803599805,19.33
1836.934,17.22388835,19.33,-3.785068546,2.54
1843.288,20.91191335,2.54,3.688024998,7.04
1854.528,17.13161755,7.04,-3.780295797,7.66
1864.316,13.6836976,7.66,-3.447919954,-4.16
1870.798,7.181595923,-4.16,-6.502101677,3.22
1874.058,5.961217996,3.22,-1.220377927,-15.21
1873.768,6.529350657,-15.21,0.56813266,6.03
1873.276,6.793576378,6.03,0.264225721,8.9
1873.032,6.528646108,8.9,-0.26493027,5.62
1874.744,8.207933967,5.62,1.679287859,-0.27
1875.758,9.072566891,-0.27,0.864632925,-2.54
1879.306,5.969717749,-2.54,-3.102849143,3.52
1882.352,2.611966692,3.52,-3.357751057,-16.94
1880.23,7.118532152,-16.94,4.50656546,10.49
1879.082,6.82543918,10.49,-0.293092972,-2.58
1877.472,6.40626022,-2.58,-0.419178961,2.85
1876.94,6.129995922,2.85,-0.276264298,18.17
1879.338,10.61179862,18.17,4.481802701,0.8
1885.284,10.80200352,0.8,0.190204896,-8.92
1887.348,10.0738235,-8.92,-0.728180013,-17.68
1886.392,11.57832544,-17.68,1.504501936,7.01
1886.268,11.68705352,7.01,0.108728081,7.22
1883.954,10.16367699,7.22,-1.523376529,-12.25
1879.03,7.641560704,-12.25,-2.522116288,15.2
1878.93,7.487886885,15.2,-0.15367382,4.46
1883.258,7.893083681,4.46,0.405196796,8.04
1887.792,10.19314574,8.04,2.300062055,11.38
1893.158,14.54264488,11.38,4.34949914,-2.13
1900.548,10.43979023,-2.13,-4.102854649,10.25
1906.948,10.65369513,10.25,0.213904906,3.54
1913.164,9.056333695,3.54,-1.597361438,1.4
1918.052,6.862391711,1.4,-2.193941984,-0.73
1920.518,6.295456298,-0.73,-0.566935413,3.64
1924.138,2.824158282,3.64,-3.471298016,12.58
1928.224,7.034886637,12.58,4.210728356,8.98
1933.398,11.09691489,8.98,4.062028249,1.83
1938.658,12.27400994,1.83,1.177095053,-0.48
1943.968,10.01163673,-0.48,-2.26237321,-6.9
1947.17,4.765758072,-6.9,-5.245878657,-13.78
1945.1,8.880382875,-13.78,4.114624803,6.05
1942.444,9.23662709,6.05,0.356244215,1.62
